train_loss,val_loss,accuracy
4.614141854372892,4.613088766733806,0.005532503457814661
4.612020232460716,4.610529859860738,0.09232365145228216
4.609418088739568,4.607561707496643,0.09232365145228216
4.606376387856224,4.604525764783223,0.09232365145228216
4.603481336073442,4.601390918095906,0.09232365145228216
4.6004086841236465,4.598268151283264,0.09232365145228216
4.596975976770574,4.595067699750264,0.09232365145228216
4.59391992742365,4.591848651568095,0.09232365145228216
4.590879093516957,4.588534275690715,0.09232365145228216
4.5875585729425605,4.585206548372905,0.09232365145228216
4.584151311354204,4.581774950027466,0.09232365145228216
4.580689083446156,4.578275481859843,0.09474412171507607
4.577020168304443,4.574572563171387,0.11065006915629322
4.573332873257724,4.570629437764485,0.1417704011065007
4.569088892503218,4.566311359405518,0.16632088520055324
4.565502686934038,4.561640620231628,0.14315352697095435
4.55985030260953,4.5564033190409345,0.11514522821576763
4.553215373646129,4.549888849258423,0.09370677731673582
4.5465663996609775,4.541767994562785,0.09197786998616875
4.536954229528254,4.530604322751363,0.09197786998616875
4.528855974023992,4.529162406921387,0.09197786998616875
4.528479662808505,4.527546286582947,0.09197786998616875
4.525826887650923,4.525777697563171,0.09197786998616875
4.523114377802068,4.523940722147624,0.09197786998616875
4.5208142453973945,4.521924734115601,0.09197786998616875
4.520515962080522,4.519843737284343,0.09197786998616875
4.51760196685791,4.517614205678304,0.09197786998616875
4.51430234042081,4.515220761299133,0.09197786998616875
4.51188343221491,4.5126151243845625,0.09197786998616875
4.508838480169123,4.5097880363464355,0.09197786998616875
