train_loss,val_loss,accuracy
4.602990193800493,4.575939655303955,0.09232365145228216
4.531201362609863,4.418782393137614,0.09197786998616875
4.418541214682839,4.447358965873718,0.09232365145228216
4.406425302678889,4.346796592076619,0.09232365145228216
4.2825068994001905,4.220167477925618,0.09232365145228216
4.210424249822443,4.205492218335469,0.09197786998616875
4.197600234638561,4.19083297252655,0.09197786998616875
4.182008439844305,4.1763936678568525,0.09232365145228216
4.158455415205522,4.120050470034282,0.09094052558782849
4.179078925739635,4.247306386629741,0.09197786998616875
4.2365476868369365,4.2593545118967695,0.09197786998616875
4.217587947845459,4.235321958859761,0.09266943291839558
4.2093071504072705,4.1556662718455,0.14695712309820194
4.136554674668745,4.070959091186523,0.17116182572614108
4.04703257300637,4.0066226323445635,0.1715076071922545
3.9319897564974697,3.814981242020925,0.2057399723374827
3.7284487160769375,3.61859784523646,0.229253112033195
3.635587280446833,3.664091090361277,0.245850622406639
3.5784366564317183,3.3942246437072754,0.26867219917012447
3.310644734989513,3.3232558369636536,0.28769017980636236
3.1520509069616143,3.1390472054481506,0.32295988934993086
3.016128800132058,3.1063459515571594,0.32987551867219916
2.936781644821167,3.050730546315511,0.34232365145228216
2.8883130983872847,3.0061276952425637,0.3457814661134163
2.833350658416748,2.946913500626882,0.3620331950207469
2.7361453879963267,2.9495358069737754,0.3644536652835408
2.7095172838731245,2.879220128059387,0.3703319502074689
2.6155044599012895,2.8932448824246726,0.3730982019363762
2.5809565023942427,2.830469806989034,0.3872752420470263
2.491613669828935,2.7875497738520303,0.3941908713692946
